Site,Metric,Set,Model,source,Variable,Importance,Stderr,nsim,type
Butte,mean,A,RFR,orig,Solar_3d,0.32513777852259185,NA,20,cpi
Butte,mean,A,RFR,orig,ppt_7day,0.09282115055960838,NA,20,cpi
Butte,mean,A,RFR,orig,WL_min_3day,0.08922945017144535,NA,20,cpi
Butte,mean,A,RFR,orig,GWT_max,0.07867457755394716,NA,20,cpi
Butte,mean,A,RFR,orig,WL_max_2day,0.078110384755197,NA,20,cpi
Butte,mean,A,RFR,orig,Air_trange,0.06766605148964286,NA,20,cpi
Butte,mean,A,RFR,orig,GWL_range,0.05845540195118368,NA,20,cpi
Butte,mean,A,RFR,orig,GWT_range,0.010195628674364021,NA,20,cpi
Butte,mean,A,XGB,orig,Air_tmin,1.091021391750116,NA,20,cpi
Butte,mean,A,XGB,orig,Solar_3d,0.5214431280141716,NA,20,cpi
Butte,mean,A,XGB,orig,Air_tmax_2day,0.47654654238274485,NA,20,cpi
Butte,mean,A,XGB,orig,WL_min_3day,0.3425226815745583,NA,20,cpi
Butte,mean,A,XGB,orig,WL_max_2day,0.2799082989771202,NA,20,cpi
Butte,mean,A,XGB,orig,GWT_max,0.17870785807469564,NA,20,cpi
Butte,mean,A,XGB,orig,GWL_range,0.1577152389704941,NA,20,cpi
Butte,mean,A,XGB,orig,Air_trange,0.13982135598751538,NA,20,cpi
Butte,mean,A,XGB,orig,ppt_7day,0.06161644128584027,NA,20,cpi
Butte,mean,A,XGB,orig,GWT_range,0.02261630598794656,NA,20,cpi
Butte,mean,B,GLS,gls,Air_tmin,0.6947480253352978,NA,20,cpi
Butte,mean,B,GLS,gls,Solar_3d,0.2110382762910734,NA,20,cpi
Butte,mean,B,GLS,gls,Air_trange,0.055544354208879265,NA,20,cpi
Butte,mean,B,GLS,gls,ppt_7day,-0.005260992645143625,NA,20,cpi
Butte,mean,B,RFR,orig,Air_tmin,0.9867282039727249,NA,20,cpi
Butte,mean,B,RFR,orig,Air_tmax_2day,0.4725239566549667,NA,20,cpi
Butte,mean,B,RFR,orig,Solar_3d,0.4029224911417503,NA,20,cpi
Butte,mean,B,RFR,orig,Air_trange,0.11153299056349567,NA,20,cpi
Butte,mean,B,RFR,orig,ppt_7day,0.0950336578935953,NA,20,cpi
Butte,mean,B,XGB,pass2,Air_tmin,0.9191954320400993,NA,20,cpi
Butte,mean,B,XGB,pass2,Solar_3d,0.4598492466571296,NA,20,cpi
Butte,mean,B,XGB,pass2,Air_tmax_2day,0.39093238674785236,NA,20,cpi
Butte,mean,B,XGB,pass2,Air_trange,0.09726360126201644,NA,20,cpi
